TF,Target,Label
3973,6979,0
3973,11221,0
754,2337,1
964,6252,0
2391,1760,1
8212,5986,0
684,1456,1
787,5241,1
9559,5591,1
964,6786,0
703,8112,1
4408,2471,0
59,4591,0
703,5892,0
684,1983,0
59,2050,0
4994,10390,0
4994,8940,0
10973,4798,1
3973,8140,0
9613,9954,1
2391,7642,0
3973,11292,1
684,4024,0
9613,6286,1
4546,1515,1
9613,5113,1
4543,2788,0
4546,4,0
10973,11566,0
9559,397,1
3973,4041,0
684,2687,0
703,1007,1
703,7904,1
707,1352,0
754,1704,1
684,1111,1
59,11482,0
705,5477,1
4408,418,1
4546,11934,0
975,10359,0
1252,2275,1
703,3754,1
59,12093,0
59,9949,0
3973,7932,1
2391,1881,0
964,5870,0
2391,9646,1
10973,7933,0
3973,11088,1
2391,560,0
703,4433,1
9613,9620,1
59,9272,1
9559,1268,0
703,9467,0
9613,10824,0
684,218,1
733,6053,0
3973,7258,1
4994,6145,1
684,5606,1
59,7381,1
9613,5426,1
4994,11180,0
59,73,0
9095,10965,0
9559,11670,1
684,7616,1
9613,9082,1
964,8743,1
2391,4743,1
703,6001,1
4408,3194,1
4546,2954,0
707,8738,1
9613,11263,1
964,429,1
9613,9220,0
59,2561,0
9559,12156,1
308,6701,0
10973,1864,0
3973,11481,0
2391,8693,1
10973,7380,0
1252,1350,1
3973,7538,1
703,1936,0
9559,118,1
3973,152,1
684,9627,0
308,2585,1
754,2012,0
59,3494,0
10973,88,0
9613,4365,1
59,7011,0
2391,9776,0
9613,11606,0
787,10670,1
3973,6198,1
975,9486,0
703,12047,0
964,6379,0
59,6065,0
9613,7372,0
8212,5626,1
3973,397,0
9613,3140,1
3973,1836,1
3966,1956,1
59,1757,0
10973,6153,0
4408,6206,0
9613,11181,0
59,11445,0
4408,10964,0
59,4087,1
4994,10752,1
9095,7839,1
4994,4433,1
59,11281,1
9613,11703,1
964,7030,1
9613,5096,1
5695,9435,0
11024,115,0
3973,5363,1
1252,6743,1
9613,10260,1
684,312,1
684,10314,0
9559,903,1
1252,6366,1
4408,7107,1
3973,341,1
3973,9901,0
5695,8172,1
10973,10118,1
9613,11504,1
2391,3205,0
4994,3519,1
703,1159,1
4408,2955,0
4994,4324,1
3973,5517,0
3973,8249,1
9613,9048,1
3973,3022,0
754,2272,0
59,1960,1
684,7575,0
9559,11059,1
