TF,Target,Label
59,812,1
684,5625,1
59,1946,1
59,2986,1
9613,9543,0
9613,1591,0
9559,9144,0
3973,3116,1
4408,283,1
59,3537,0
964,11391,0
684,10545,0
1252,2221,0
703,4524,1
3973,4253,1
10973,8737,0
2022,8316,1
59,2874,1
59,4955,1
5695,599,1
4543,6996,0
9559,813,1
59,7064,1
703,4579,0
703,7342,0
4546,4449,0
10973,5325,1
4546,11739,0
59,238,0
4543,9840,1
2391,1147,1
2391,3051,1
4408,11306,0
4994,6964,1
4546,5341,1
4994,9959,1
3973,6760,0
964,7917,0
4994,8918,1
9613,8113,1
4994,954,1
10973,10729,0
4408,1047,0
9559,7451,1
10973,12159,1
964,6590,0
9559,8562,0
703,7510,0
59,3123,1
964,8510,0
9613,10599,1
9613,611,1
9613,512,0
59,2901,0
703,11420,0
59,4967,0
59,10359,0
59,2665,0
964,756,0
3973,11143,0
703,7991,0
754,4231,0
10973,7568,1
703,11575,0
964,9191,0
59,9403,1
9613,5560,1
59,5803,1
3973,11810,0
3973,4966,0
754,12110,1
2391,5028,0
9559,8935,1
751,6157,1
754,8978,0
703,1696,1
59,11358,1
3973,11196,1
3966,5734,0
5695,11289,1
2391,8710,0
9095,7914,1
9613,6101,0
754,2938,1
4546,8051,1
684,6759,0
684,2945,0
59,1697,1
684,6983,1
754,9762,1
5695,3005,1
3973,9495,0
9613,3486,1
4408,4985,1
59,2333,0
754,12124,0
4994,8238,0
3973,1956,1
684,5817,0
59,831,0
684,577,1
4408,889,1
703,8195,0
10973,1540,1
59,11588,0
9559,11114,0
754,5343,1
59,7895,0
59,9508,1
59,5349,1
59,1631,0
9613,8072,1
3966,5646,1
964,10079,0
59,8292,0
59,842,1
1252,10638,0
3974,11601,0
4994,8557,1
9559,11261,0
59,10182,0
59,9392,0
4408,2180,0
2022,10645,1
684,1630,0
9095,487,0
9095,5536,0
2391,4815,0
59,11494,1
9559,1066,1
4994,9202,1
2391,3074,1
7499,1824,1
8212,8640,0
3973,6923,1
2391,8638,1
964,4266,0
10973,3245,0
59,5158,1
10973,4049,1
707,6871,0
684,6516,1
9559,10337,0
9559,10727,1
9559,9402,1
703,103,1
703,5070,1
742,6072,0
4543,2702,0
5695,8810,0
3966,6996,1
4546,9806,1
59,2182,0
59,4247,0
703,11000,1
266,11718,0
9613,4129,0
964,11010,1
59,7738,0
59,10863,0
59,11921,1
59,9590,0
9613,10161,1
4994,8178,1
3974,5572,0
3973,2084,0
9613,2940,1
10973,2949,0
10973,3607,1
684,5100,1
10973,7753,0
5695,4325,0
59,8662,0
9559,1994,0
10973,9430,0
3973,3135,0
684,11237,1
59,7415,1
684,3026,1
9613,616,1
684,2804,0
4408,4169,1
4408,6837,1
59,3524,0
10973,1178,0
703,242,1
787,4446,1
3973,5456,0
703,4079,1
59,9699,1
2391,2857,1
3973,2676,0
754,5426,1
4994,62,0
59,10190,1
4408,339,1
59,992,0
3973,3697,1
703,3818,0
2391,8589,0
3973,7211,1
9559,7127,0
59,6045,1
3973,1797,1
964,1295,0
2391,9367,1
9613,1310,1
59,9284,0
975,3996,1
1252,6486,1
4546,2392,0
4994,5735,0
3973,1761,1
4408,9742,0
964,6002,1
3973,10695,1
4543,3862,1
59,7560,0
266,6515,1
5695,10697,0
703,6727,1
4994,5511,0
9559,3129,1
5695,9295,0
5695,699,1
10973,8443,0
684,7813,0
8212,10000,0
703,763,1
684,10220,0
703,8140,0
10973,9305,0
59,6606,1
59,1092,1
1252,394,0
5695,81,0
754,3186,1
9613,6132,0
684,269,1
59,2250,0
5695,4462,0
59,1301,1
703,7623,0
59,11775,0
10973,7385,0
2391,11916,0
964,4963,0
3973,8513,0
975,10404,1
4543,8035,0
2391,6893,0
2391,6507,1
975,4483,0
703,6466,0
9613,6313,0
9150,1737,1
1252,6426,0
754,10009,0
703,612,0
4546,7652,0
3973,10636,1
9559,6024,0
2391,10231,1
9559,3128,0
59,2983,0
2022,10603,1
59,7762,0
754,3625,0
684,296,0
684,861,1
2391,9848,0
59,8056,1
1446,4956,1
703,767,0
684,4587,0
10354,6990,0
964,11037,1
10973,8005,0
2391,11814,0
59,6367,1
787,45,0
9150,10198,0
3973,11828,0
703,3756,1
964,390,0
59,5676,0
4543,1721,0
4408,10224,0
59,5913,1
703,10940,1
3974,1690,1
9613,2125,0
4543,7821,0
684,11531,1
4408,671,0
4546,6460,0
684,8567,1
59,3599,0
1252,9483,0
703,2215,0
3973,6012,0
59,3136,1
3973,11926,1
59,1229,1
1252,3552,1
787,8092,1
684,4140,1
754,4306,1
9613,9538,0
754,11328,1
754,2144,0
10545,5104,0
10973,9752,1
59,944,0
703,6567,0
684,776,1
4408,11764,1
4994,8770,0
59,8531,0
4408,9434,1
4994,9921,1
9613,9451,1
684,7990,1
9150,10343,1
9613,11320,0
4543,7271,0
9613,4076,0
3974,2584,1
4994,38,1
2391,3655,0
59,2600,0
975,1611,1
9613,5684,1
59,10627,1
59,3160,0
59,6665,0
10973,8729,0
3973,3121,0
59,3953,1
10973,5020,0
703,3695,0
11024,9325,1
59,7155,0
3973,6178,0
59,5588,1
964,10660,0
2391,9321,1
964,1346,1
59,4549,1
2391,6253,0
703,9955,1
1252,6986,1
4994,10837,1
5695,9838,0
975,6332,0
2391,5518,1
4994,11468,0
703,6416,1
10973,8216,0
1252,6657,1
1252,7490,0
703,10990,0
4546,10251,0
59,4349,0
4994,9877,0
684,4396,0
2391,158,1
9613,12181,1
4543,6744,1
3973,882,1
9559,8435,1
10973,5456,1
3973,6067,0
703,7324,0
3973,1494,1
684,4743,1
59,4387,0
2391,91,0
684,1146,0
4543,10296,0
9613,5984,1
4546,2019,1
9559,11829,0
1446,4060,0
59,6595,1
10545,3537,1
4546,9969,1
1252,6249,1
1252,1496,1
703,4166,1
684,3581,1
754,6048,1
684,4151,0
4546,9851,1
703,11146,0
9613,2732,1
59,6340,0
10545,1631,0
9613,9052,1
2391,8654,0
9613,4523,1
2391,5543,1
2391,61,1
3973,10079,0
703,10704,0
4408,12202,1
684,10727,0
787,9682,1
4543,10925,0
703,9471,0
10973,1258,1
8212,6826,1
2391,7324,0
964,2360,1
2391,11903,0
2391,9661,0
59,11790,1
754,7342,1
742,9845,0
964,3821,1
684,3207,1
1252,6320,0
59,4027,0
10973,1481,1
59,5906,1
1252,7967,1
684,3216,1
1252,1925,0
684,6413,1
3973,3689,0
703,9466,0
703,9162,0
3973,1787,1
4408,1072,0
754,8675,1
703,3034,0
4994,4613,1
59,11602,0
3973,10626,1
3974,5084,1
59,505,1
975,7865,0
4994,39,0
964,8966,0
59,105,0
59,6360,1
8212,5991,1
59,2862,0
703,295,0
742,2707,1
1252,5384,0
3973,8776,1
10973,7571,0
4408,5461,0
59,11899,1
9613,10621,1
703,12075,0
3973,1376,0
684,7516,1
684,10060,1
2391,7448,0
2391,6546,1
964,9359,1
2391,8609,1
10973,9562,0
59,6550,0
59,115,0
754,1730,1
59,718,0
2391,3938,1
4994,4081,1
59,7427,0
742,10490,0
703,9519,0
2391,5112,1
59,3180,1
9150,2933,0
59,4836,1
684,6824,0
703,11573,0
5695,4056,0
1252,667,1
3974,8894,0
9150,391,0
964,9845,1
4408,1181,1
59,12213,1
59,6159,1
8212,8255,1
2391,9618,1
754,2000,1
2022,6052,1
684,5697,1
4546,4553,0
4994,6381,1
751,7527,0
787,226,0
2391,5990,1
3966,6186,1
4994,3805,0
3966,10449,1
59,1745,0
59,11675,0
2022,7587,0
4994,3514,1
10973,5263,1
4546,3477,1
3973,11599,1
4546,8074,1
59,9863,0
684,7653,0
59,8876,1
787,6561,0
4546,2046,0
703,12076,0
9613,2122,1
9613,5330,0
703,8849,0
2391,7994,1
59,4409,0
9613,9578,0
11024,4540,0
2391,4590,1
2391,1367,1
3966,2147,0
10973,6184,1
10973,9845,0
964,556,1
1252,9408,0
9613,9965,1
684,11924,1
3973,12079,1
2391,4289,1
3973,3374,0
9613,11252,0
2391,6808,1
10973,10653,1
3973,8910,0
9613,10288,1
707,3460,0
9613,10954,0
5695,3391,0
10973,108,1
10973,11011,0
59,3904,0
4994,3665,0
964,3107,0
3966,10036,1
2391,3841,1
2391,7072,1
4994,8506,0
1252,8818,0
4546,2449,0
3966,6944,1
707,2795,1
4994,3213,0
4994,2174,0
2391,5600,1
59,7437,1
4994,5957,1
5695,6264,1
684,7580,1
3973,2030,0
703,10508,1
684,9277,1
2391,842,1
703,8275,1
9095,11029,0
9613,488,1
4994,5839,1
3973,4398,0
703,7463,0
8212,7670,1
964,9173,1
4994,2871,1
10973,9067,1
59,9069,0
3966,619,0
2022,9140,1
9613,4201,0
2391,1874,0
3973,673,1
59,6897,1
1252,3537,0
9613,5242,0
964,5518,0
59,8893,0
9613,1399,1
3973,8563,1
11024,4484,0
684,2037,1
742,1755,0
4994,9070,0
9613,3213,1
684,4956,0
684,526,1
5695,11755,0
3973,11879,1
2391,2814,0
751,11786,0
5695,701,0
2391,10902,1
59,6963,0
4994,558,1
1252,7907,1
3973,4024,1
10973,158,1
787,8641,1
684,2970,0
2391,11615,1
2391,1661,0
703,1037,1
11024,10466,1
703,6718,1
59,973,1
964,10920,1
964,6174,1
3973,5112,1
9613,11541,1
59,4479,0
59,7114,1
4546,5142,1
703,4208,0
59,2629,0
3973,10119,0
59,10678,0
1252,11624,0
703,2552,1
4994,915,1
10973,500,0
59,6880,1
59,1286,1
754,5271,1
59,1022,1
10973,139,0
9559,10231,0
3966,7958,1
3973,117,0
59,1402,0
975,27,0
9613,8981,1
964,3372,1
10973,7031,1
4543,3388,0
975,10697,1
1252,8965,1
9150,8154,1
9613,4659,1
9559,1086,0
4546,9166,0
964,6462,0
59,3105,0
4546,5478,1
10973,10305,1
59,4386,1
10973,9465,1
9559,8994,1
59,9653,0
2391,11448,1
4994,2268,1
4408,1489,0
9559,7842,0
59,1084,0
59,513,0
4408,1479,1
59,7403,1
9613,1527,0
703,3715,0
964,4123,0
684,6527,1
3973,6465,1
4546,185,0
684,11648,1
8212,11616,0
59,588,1
11024,5038,0
4546,9869,1
9559,2734,1
8212,2583,1
8212,1496,1
964,2248,0
3973,2987,0
10973,2276,1
4408,5172,0
59,9594,0
703,4279,1
10973,10726,0
9613,10485,1
964,6861,1
1252,11409,1
733,11797,1
3966,10904,0
9613,10195,0
5695,933,0
10973,4837,0
3973,11767,1
59,9742,1
703,2491,1
787,1379,1
1252,6378,1
10973,5355,0
59,5495,0
787,1114,0
4408,11235,0
10973,6314,0
2022,491,1
2022,227,0
4994,2956,0
703,11020,1
4994,9790,0
703,2278,0
684,11742,0
10973,1677,0
964,3853,1
3973,11848,0
9559,6558,0
10973,11790,1
4408,11320,0
9613,155,1
4543,10184,0
754,5288,1
3966,4486,0
9559,2006,1
59,5526,0
9613,10538,0
2391,5842,1
59,6840,0
5695,2118,1
10973,1084,1
684,4437,0
59,8796,1
703,10415,0
11145,4220,1
684,8323,0
59,9012,1
59,11130,1
9559,11263,1
3973,3964,0
4408,5303,1
59,7519,1
3973,11331,1
2391,9610,0
4994,6594,0
59,4345,0
4546,8295,0
964,3426,0
4994,11288,1
964,1932,0
703,6374,1
59,3931,1
742,9393,0
10973,9959,1
754,1493,1
2391,8219,0
3973,8624,0
9613,750,0
5695,6198,1
59,9123,0
684,9809,0
10973,11858,1
2391,10171,1
