TF,Target,Label
5224,7616,1
8298,3208,1
8668,10331,0
10959,6100,1
8247,7765,0
4667,11502,0
11404,9960,1
684,8176,0
4667,6473,1
684,11384,1
6624,1468,0
6347,201,0
3887,5922,1
421,11285,1
6624,3731,0
5333,10646,1
5214,6800,0
5333,11852,1
8668,9600,0
6247,3712,1
100,8794,0
5129,5532,0
6347,6653,1
11382,3481,0
100,5954,1
11724,2773,1
6247,4266,1
3729,4653,0
3887,2127,1
263,29,1
8247,9787,0
6624,8235,1
5129,11799,0
3729,11589,0
6247,2501,1
5129,1072,1
4667,2242,0
5333,4163,0
684,6216,0
11382,2370,0
8533,11668,1
100,1352,0
684,9690,1
6107,2667,0
8668,7393,0
11724,10947,1
7912,11295,1
11404,4119,1
263,2864,1
11724,4879,0
8298,8609,1
5333,10050,1
8298,3218,0
4667,11954,1
11724,5097,0
6347,9307,1
11404,7802,0
3887,8899,0
4667,1418,0
8668,7879,1
6624,8222,1
684,2800,0
263,6693,0
5214,341,0
100,6326,0
7543,6772,0
11382,9798,1
5333,5889,1
11724,4440,1
10959,165,0
7543,11669,0
684,2162,1
5333,11869,0
5214,8343,1
5129,7194,0
7162,8893,0
5129,6436,0
5214,3818,0
3729,3116,1
7543,1537,1
4667,9594,0
8533,3357,1
6592,4555,1
5333,6346,0
5333,3819,1
289,10669,1
100,1027,1
11382,10869,0
11724,2920,1
684,1725,0
6347,1750,1
684,10125,0
8668,4956,0
6592,11802,0
5129,2604,0
8247,10196,0
6247,9920,0
8668,4325,1
6592,11027,0
6592,11866,0
5129,144,1
8668,6086,1
6592,8876,1
684,6051,1
263,9558,1
684,3489,0
11404,6097,1
7162,948,0
5333,7093,1
5129,2314,1
100,3898,1
6247,2335,0
5214,4199,0
5333,8796,0
11724,10665,1
8247,11501,0
5129,3341,0
8668,10798,0
289,11158,1
5129,3203,0
6347,2627,0
5224,11569,1
8247,11711,1
6624,6932,0
4667,4649,1
8533,347,1
8668,4811,0
100,2990,0
8668,958,1
100,1414,1
4667,6607,0
5214,10660,0
11404,70,1
100,10367,1
11404,2479,0
6107,6828,0
6247,11430,0
11382,5230,1
5129,6489,1
5129,9268,1
4667,5516,1
8668,4272,0
6592,5207,0
8668,3887,1
289,5385,1
6247,21,0
8298,10297,1
3729,567,1
11382,4341,1
8668,2618,1
5129,3558,1
5129,8905,0
7543,1870,0
10959,6089,0
7543,11664,0
8247,8742,0
3729,9704,1
8247,421,1
4667,8134,0
7912,243,0
8668,6195,0
8533,310,1
7912,8190,1
5129,595,0
6247,3812,0
5224,6444,0
8533,2734,0
6347,1018,1
8247,10711,0
7543,4309,1
11382,7939,1
11724,3064,0
8247,10697,0
263,7400,1
6107,726,0
11404,3901,1
6347,5767,0
5333,2986,1
5129,10605,1
684,6215,1
289,935,1
11404,1070,1
5214,4210,0
684,10054,0
11404,4537,1
8247,7602,1
5214,10785,0
10959,5800,0
6107,11987,1
11404,189,1
5129,5374,0
11724,5134,0
5333,7659,0
5333,6820,0
6347,5653,1
10959,5877,1
263,9323,0
6347,10728,0
5214,534,1
6347,8585,0
11382,2626,0
3729,10302,1
11724,1974,0
8298,8464,0
684,2566,1
3729,4555,0
684,5434,1
8247,8438,0
6247,2168,1
5333,4959,0
263,4096,0
7912,4365,1
11404,4623,1
100,6237,0
6592,9804,1
8668,5783,1
5333,2066,1
8668,2117,1
8668,6211,1
10959,412,0
684,7316,1
8668,11344,0
5333,3683,0
263,9364,1
11724,1633,0
5214,503,1
8533,8510,1
7912,2335,0
289,10868,1
5129,1440,1
6247,6392,1
263,9088,0
10959,7525,0
5214,9538,1
100,1493,1
5129,8130,0
8533,8208,0
5333,7237,1
8298,4682,1
8668,11018,0
8533,4761,1
6107,130,0
8298,10387,1
11724,6420,0
7543,7759,0
421,6089,0
3729,7316,1
6347,2730,0
421,9621,1
11382,4363,1
8533,5567,1
8247,6417,0
5129,8972,0
5333,11229,0
7912,2694,0
5214,10161,0
684,9031,1
11724,3500,0
8668,3383,0
11404,11353,0
8298,7315,1
7162,6186,0
5333,4309,1
3887,1582,0
11404,9300,0
6347,1327,0
6347,9111,1
8247,5854,1
8247,6761,1
421,51,0
289,4268,0
4667,2996,1
8668,7267,0
5333,8485,1
7912,6115,1
8247,7411,1
5129,11993,1
7543,10049,0
5214,11251,1
3729,3649,0
8247,10953,1
6107,10468,0
263,3558,1
3887,7032,1
5224,5849,1
8533,7254,1
289,4748,1
5129,4378,0
4667,9803,1
3887,9726,0
5214,8272,0
7543,6099,1
6247,11528,1
6107,11620,0
7912,7085,0
5333,9830,0
6347,9303,1
100,10537,0
5129,9400,1
6624,11523,1
6347,8990,0
5333,1481,1
5129,9438,1
421,5395,1
100,1568,1
11724,11438,1
8668,745,0
289,8218,1
10959,8496,0
5333,1959,1
11404,793,1
6107,5335,0
3887,5101,0
8298,11604,0
6592,4419,0
7543,3228,1
5129,5830,0
263,7733,1
11404,95,0
6347,10633,0
6247,5111,1
100,4160,1
10959,5771,1
5129,10376,1
4667,9971,0
5214,10110,0
684,12110,0
5214,8738,1
5129,587,0
5224,7604,1
289,11187,1
8247,4378,0
8668,4770,1
5333,11487,1
6347,10753,0
8247,3566,0
289,8174,1
11404,3272,0
6347,2224,0
289,2581,0
8247,11156,1
8298,6060,1
8247,4976,0
100,1016,0
6247,8164,0
6107,5099,0
4667,3737,1
7543,6944,1
11404,11024,0
4667,10116,0
5214,9825,1
8668,1539,0
7543,10364,0
289,8859,0
11382,12147,0
6592,8583,0
8247,5696,0
10959,175,1
8298,6534,0
263,11428,1
11724,5930,0
7543,9526,1
11382,8,0
5214,8727,0
11404,6546,1
263,9762,0
6247,3032,1
263,972,0
421,6041,0
8247,11812,0
684,9341,0
7162,11086,0
684,1089,0
421,901,1
8668,2332,1
6107,9434,1
11404,8674,0
263,1399,1
5333,5071,0
5214,1836,1
10959,5335,0
684,5281,0
6347,5170,0
263,5923,0
11724,2055,0
289,8141,0
7162,5970,1
4667,7336,1
10959,4670,0
6107,9034,0
11382,2235,1
6347,8513,1
5214,9958,1
7162,5665,0
11404,5627,0
11382,9474,1
6347,8630,1
5333,10092,1
4667,10576,0
5129,10432,1
5129,2343,1
4667,10928,1
5333,4289,1
5214,4908,0
11382,11619,1
7912,3313,0
5214,1443,0
263,6849,1
5333,1037,1
8298,1850,1
263,2511,1
8668,11279,0
7162,5336,0
7162,7876,1
6592,9334,1
5129,11637,0
6247,11123,0
6107,10119,0
6592,11489,0
10959,2256,0
6247,4425,1
8247,7603,1
7543,5772,0
8247,3156,1
6347,5393,0
11404,902,0
5129,4354,0
5129,9474,0
10959,5553,1
7912,11432,0
6247,6352,1
4667,9093,0
6592,6113,0
8298,8103,1
6347,10644,1
6107,2183,1
7543,3766,0
6347,9860,0
6347,9296,0
11724,892,1
8298,8760,0
8247,3894,0
8298,8935,1
5129,6686,0
11724,4573,0
7543,1616,0
6347,877,0
684,8755,1
100,10772,1
6347,3453,1
6347,9068,1
3887,5593,0
684,6921,0
100,5521,0
263,4677,1
6107,4357,1
6347,3990,0
6347,9305,1
3887,938,1
263,6759,0
684,11495,1
6247,2959,1
3729,9716,1
6592,5126,1
4667,10586,1
11724,6274,1
6247,5989,0
5129,12009,0
7543,8820,0
11404,9414,1
10959,2434,0
5333,10759,1
684,5194,1
11724,6649,1
100,10068,1
8533,1976,0
3729,9727,1
5333,7483,1
5333,10063,1
3887,2189,1
8247,10515,1
5224,3483,0
5214,4565,0
8668,11324,1
8668,11753,0
6247,1715,1
11404,5193,1
6347,2421,1
11404,10459,1
4667,9292,0
6592,1207,0
5129,10010,1
8247,10301,0
6347,2105,1
6107,9572,1
6107,2957,0
6592,9563,1
5333,2997,0
8247,2270,1
5214,4243,1
6347,469,0
6347,8382,1
8247,11891,1
7543,5355,0
5214,6758,1
5333,1936,0
5214,2027,1
100,9434,1
11404,446,0
6347,4553,0
6347,8143,1
4667,4175,0
6347,275,1
5129,1271,1
11724,5272,1
11404,2179,1
6347,303,0
3887,2435,0
6347,11324,1
4667,837,0
5214,1044,1
5129,10687,0
10959,8150,0
5129,277,0
11404,9255,0
7162,3544,1
8298,1445,1
8298,5174,1
7543,1381,0
6247,1096,0
6624,4463,1
263,2632,1
263,8276,1
5333,2517,0
3887,3575,1
11404,1019,0
421,9786,1
11724,10906,0
6592,9192,0
100,8387,0
5129,2473,0
263,1117,1
6107,12124,0
5129,10263,1
6247,10097,1
421,583,0
4667,4628,0
8247,11152,0
7543,8292,0
10959,9867,0
8668,3422,1
11382,6895,0
5333,6900,1
6347,8214,0
100,988,1
5129,3847,0
5129,7300,1
684,1674,0
8247,4428,0
5129,1596,0
5129,4564,0
8668,5016,0
6624,3278,1
4667,9046,1
6107,338,1
5214,1102,1
11382,4360,0
11724,9689,1
5129,3594,1
4667,2680,1
11724,11384,1
6107,12180,0
6592,1260,0
6347,5338,1
6347,679,0
8247,939,0
289,11201,0
684,7956,0
289,9810,0
263,3257,0
11382,1868,1
6107,3643,1
7912,4078,1
7912,5956,0
8298,6963,0
11404,7483,1
6624,7729,1
6247,5170,1
8298,7077,0
6347,5810,0
8247,2303,0
11404,2309,0
5333,9089,0
684,8191,0
5129,12172,1
6107,541,1
5333,5230,0
11404,3641,1
5214,1150,1
11724,7695,1
6247,7420,0
8298,6138,1
5333,4125,1
5333,5487,1
6347,2568,0
8668,7481,1
6247,304,1
7543,8167,1
11404,6620,0
8533,4820,0
289,963,1
11724,7771,0
8668,3353,0
8247,3187,0
5129,10594,0
5129,7196,0
263,4413,0
11724,2966,0
5129,1828,0
684,432,1
289,955,0
8668,4647,1
7543,7362,1
5129,4411,1
6592,8123,0
5214,7116,0
5129,5307,0
8668,10152,0
8247,10516,1
6347,2952,0
11724,1683,1
6107,9578,1
7912,5244,0
5333,11615,1
8247,6319,0
11404,2339,0
6107,823,1
11404,2608,0
5214,2825,0
11382,4126,1
684,5526,0
11724,4214,0
6347,2635,0
7912,1351,0
263,9290,1
7912,2980,0
7543,7149,0
6347,5858,1
5214,3031,1
8298,8127,0
6107,7696,0
8247,2212,0
5333,10584,0
8298,8864,1
684,2724,0
8668,6457,0
6347,10928,0
6347,5109,1
6347,10635,1
5214,1281,0
11382,8573,0
5129,3069,1
3887,8277,0
8247,5881,1
5214,1429,0
5333,1231,1
8298,4942,1
8247,12155,0
5214,10928,1
684,1838,1
8668,9560,1
6247,5464,0
289,2424,0
8668,4102,0
8247,10455,0
11404,8707,1
289,949,0
684,3216,1
5129,3517,0
7912,4397,1
5129,1702,1
11404,9114,0
6247,3191,1
5333,4889,0
11724,12048,1
3887,10857,1
8298,7714,0
4667,2032,0
6247,7254,0
8668,6423,1
684,2544,0
11724,10000,1
5333,11302,0
11404,3271,1
6107,1282,1
289,6102,0
4667,7908,0
289,11509,0
5129,11411,1
5129,9726,1
100,141,0
11404,9012,0
8247,19,0
5129,11868,1
5129,4910,0
289,10668,0
7543,8300,1
5333,3625,1
6592,9107,0
6347,6518,1
8298,6722,0
5333,6660,1
6347,5575,1
6592,9985,0
5333,11000,1
6347,1728,1
4667,7514,0
11382,938,1
3887,6817,0
4667,9700,1
6347,3703,1
684,1292,1
684,9384,1
3887,3166,1
5333,7008,1
289,8154,0
8533,11200,1
11724,831,0
11404,9658,0
10959,10910,1
263,3540,1
8298,4549,1
8247,1609,1
5129,6453,1
11724,11368,1
7912,4125,1
7543,4780,1
8668,1505,1
7912,7550,0
7912,11116,1
5214,5005,1
3887,384,0
5333,6389,0
3887,1072,0
8668,8562,0
5129,4859,0
289,425,0
7162,1008,0
5333,2846,0
3887,4355,0
5129,7664,1
8298,1460,1
5333,3435,0
5129,4463,0
6347,5238,0
5333,9646,0
3887,11804,0
6624,9020,0
6592,8542,0
6347,11967,1
289,3111,1
5214,11714,1
11382,11418,0
8247,8768,0
5129,10310,0
100,114,0
10959,4278,0
5214,481,0
11382,11061,0
8668,5991,1
5224,4844,0
684,11777,0
7543,10520,1
289,11185,0
684,11902,0
4667,6498,1
3729,5440,0
6247,5278,1
5333,10094,1
684,11894,0
5129,10983,1
7543,5290,1
4667,3539,0
8533,1482,0
7912,6177,0
11404,1465,0
684,10185,1
7912,1498,0
4667,7210,0
6347,4966,0
8533,663,0
11724,4126,1
3729,6353,1
421,3913,0
8668,3313,0
8533,1451,1
8298,2307,1
5129,11499,0
3887,1810,0
8668,1704,1
6592,9852,1
11724,8711,1
6347,9981,0
11404,7167,1
11404,5315,0
11724,7259,0
6592,11224,0
5129,11202,0
289,3031,1
6592,6049,0
8247,11011,0
5214,56,1
5333,8659,1
289,3790,1
5333,1559,1
3887,7875,1
684,8213,1
684,9644,1
6347,2598,1
8668,5359,0
11404,4665,0
10959,8080,0
3887,6286,1
263,5309,1
3729,3454,0
7912,3622,1
8298,10807,0
5129,6745,1
6347,9621,1
7912,5230,0
6107,5950,0
6347,1183,0
7912,4917,0
11724,6857,0
3887,10021,1
6247,3146,0
5129,3783,1
100,7489,1
7543,7468,0
5129,10602,0
8247,904,0
5129,834,0
8298,9104,1
5333,11784,0
11382,9822,0
8247,11244,1
6347,1643,0
684,8378,0
11724,8712,1
11404,1109,0
8533,10645,0
6592,5706,0
8298,163,0
6247,7710,0
8247,10396,0
6247,1117,1
5333,7284,1
10959,697,1
5129,10909,1
6347,8872,0
4667,11337,0
684,3060,0
6247,11601,1
11404,6131,1
11724,9766,1
11404,4787,0
8247,5204,1
