TF,Target,Label
11404,11308,1
5129,2453,1
5129,1901,1
11404,8946,1
11404,6397,1
7543,3455,1
7543,7831,1
5129,11547,1
3729,934,1
8298,1710,1
8298,6359,1
8298,5964,1
7543,2022,1
8298,1850,1
3729,8650,1
11404,7909,1
5129,669,1
3729,2003,1
7543,10681,1
8298,6305,1
3729,1928,1
5129,938,1
3729,7520,1
5129,5137,1
6624,2329,1
11404,116,1
7543,4965,1
8298,11615,1
7543,9800,1
8298,5786,1
11404,9454,1
7543,7850,1
3729,4168,1
5129,2557,1
8298,2453,1
6624,4309,1
8298,304,1
11404,7815,1
3729,9786,1
11404,10578,1
5129,4276,1
5129,8574,1
5129,11268,1
5129,269,1
5129,1128,1
11404,8699,1
5129,11004,1
5129,8098,1
5129,11432,1
11404,2191,1
5129,1143,1
5129,2703,1
8298,3354,1
3729,8548,1
11404,11553,1
11404,575,1
5129,7273,1
7543,4575,1
8298,222,1
5129,5015,1
5129,5008,1
11404,5598,1
5129,9955,1
5129,10122,1
7543,12165,1
5129,3656,1
5129,6194,1
5129,10966,1
7543,4768,1
5129,358,1
8298,6988,1
7543,5481,1
11404,3974,1
8298,5173,1
8298,4791,1
7543,1484,1
7543,590,1
7543,10259,1
8298,4741,1
11404,6454,1
5129,10619,1
5129,11503,1
5129,9034,1
5129,3450,1
11404,1739,1
7543,571,1
11404,8215,1
11404,11433,1
7543,156,1
3729,1732,1
3729,2386,1
5129,357,1
5129,4955,1
11404,10331,1
8298,10540,1
5129,9700,1
5129,1396,1
5129,9096,1
11404,8180,1
5129,886,1
5129,11743,1
11404,7798,1
7543,892,1
8298,7671,1
11404,9823,1
8298,2374,1
5129,8764,1
11404,6571,1
421,11587,1
7543,6124,1
5129,6048,1
11404,8707,1
5129,7712,1
11404,6908,1
7543,5898,1
11404,7185,1
6624,618,1
6624,5086,1
5129,1613,1
8298,9046,1
8298,2499,1
8298,1982,1
7543,847,1
5129,524,1
3729,9481,1
5129,9810,1
5129,2499,1
8298,4680,1
5129,3522,1
5129,2209,1
3729,7729,1
11404,6276,1
5129,9599,1
11404,10557,1
7543,4354,1
5129,7113,1
7543,10585,1
5129,133,1
8298,2644,1
8298,5763,1
8298,8014,1
8298,504,1
5129,3869,1
11404,1938,1
5129,4140,1
11404,8394,1
421,9897,1
6624,11207,1
5129,1429,1
7543,8079,1
3729,1704,1
7543,6955,1
421,4950,1
5129,4758,1
5129,1852,1
11404,5193,1
7543,11690,1
5129,11564,1
7543,7431,1
11404,121,1
5129,197,1
7543,1570,1
5129,9498,1
11404,11831,1
5129,10901,1
8298,6132,1
5129,8410,1
11404,11270,1
3729,9823,1
5129,3240,1
11404,7489,1
6624,232,1
11404,8588,1
6624,9253,1
7543,2647,1
5129,6984,1
11404,4594,1
5129,5841,1
5129,3002,1
7543,1968,1
5129,3695,1
11404,4280,1
8298,6964,1
5129,8134,1
6624,3116,1
5129,8024,1
8298,11509,1
8298,8864,1
3729,6581,1
5129,11617,1
11404,10103,1
5129,10508,1
6624,10520,1
421,4125,1
8298,7316,1
3729,2898,1
5129,3432,1
11404,8525,1
5129,2810,1
8298,231,1
8298,7241,1
5129,4761,1
5129,352,1
5129,3161,1
5129,7121,1
5129,10879,1
7543,8396,1
7543,5493,1
8298,820,1
11404,3938,1
11404,11494,1
7543,4080,1
11404,11835,1
5129,11338,1
11404,10443,1
5129,9758,1
8298,3329,1
11404,9013,1
6624,10748,1
5129,2866,1
8298,11624,1
7543,4447,1
5129,2559,1
3729,2287,1
8298,6538,1
7543,10685,1
11404,2268,1
5129,12039,1
3729,11207,1
5129,11795,1
8298,11519,1
7543,7709,1
8298,11521,1
421,11941,1
5129,11548,1
5129,11872,1
11404,8362,1
5129,7393,1
7543,11311,1
3729,7222,1
5129,5273,1
5129,5331,1
5129,5611,1
6624,6412,1
5129,11326,1
5129,9777,1
8298,10586,1
8298,6966,1
11404,9736,1
8298,11459,1
421,2268,1
7543,4492,1
8298,9064,1
5129,7509,1
3729,9152,1
6624,9689,1
5129,6946,1
5129,5141,1
8298,6138,1
5129,7285,1
5129,6745,1
6624,5043,1
8298,9433,1
11404,3597,1
11404,11540,1
7543,4285,1
11404,11428,1
11404,4748,1
7543,10175,1
8298,1766,1
11404,5077,1
11404,6696,1
11404,3820,1
421,6252,1
6624,11158,1
5129,1399,1
5129,516,1
5129,2864,1
421,5395,1
5129,517,1
6624,8476,1
5129,7026,1
5129,9077,1
3729,9465,1
8298,3582,1
5129,2750,1
6624,2415,1
7543,5800,1
5129,9605,1
7543,8243,1
7543,3591,1
5129,11912,1
8298,7200,1
11404,10924,1
5129,5984,1
3729,3354,1
7543,10570,1
3729,11552,1
8298,4152,1
8298,9117,1
421,879,1
8298,4046,1
7543,199,1
8298,1177,1
8298,2446,1
3729,6837,1
5129,6374,1
7543,3515,1
5129,9666,1
11404,1716,1
8298,8247,1
5129,1402,1
5129,5134,1
3729,5424,1
5129,12156,1
6624,5106,1
5129,1803,1
11404,2559,1
7543,6850,1
6624,10427,1
7543,8680,1
11404,9780,1
11404,8684,1
6624,473,1
5129,4814,1
3729,11613,1
421,9048,1
5129,4939,1
5129,3004,1
3729,1110,1
5129,10432,1
7543,669,1
8298,10456,1
421,10343,1
7543,178,1
5129,935,1
8298,3604,1
5129,784,1
11404,2250,1
11404,8095,1
11404,11511,1
8298,8448,1
5129,9144,1
5129,7231,1
11404,9417,1
7543,836,1
8298,1721,1
5129,6657,1
7543,6100,1
7543,11359,1
7543,6075,1
8298,11084,1
5129,5022,1
7543,10336,1
11404,10366,1
7543,317,1
11404,7691,1
3729,9261,1
421,10094,1
7543,5054,1
11404,8172,1
5129,9612,1
11404,2767,1
11404,2595,1
11404,6527,1
8298,7942,1
8298,11965,1
7543,10046,1
5129,7193,1
11404,1926,1
421,2070,1
3729,9938,1
6624,3238,1
11404,11546,1
6624,3591,1
11404,5731,1
6624,2146,1
8298,100,1
3729,1926,1
7543,9847,1
5129,844,1
5129,2026,1
11404,9295,1
11404,3551,1
3729,5260,1
8298,11684,1
7543,5816,1
5129,4525,1
8298,8052,1
11404,939,1
3729,7607,1
5129,10782,1
5129,11532,1
8298,7391,1
421,1966,1
8298,3540,1
3729,10204,1
11404,11401,1
7543,9258,1
6624,8246,1
11404,9543,1
5129,1594,1
11404,8170,1
5129,2464,1
11404,5771,1
11404,2399,1
5129,2419,1
11404,12031,1
8298,11195,1
5129,9558,1
5129,6028,1
421,2118,1
7543,11238,1
5129,5400,1
3729,9795,1
5129,3199,1
3729,6412,1
8298,8290,1
11404,2961,1
8298,8115,1
8298,5166,1
8298,11743,1
8298,418,1
5129,12000,1
11404,4505,1
8298,9407,1
8298,5738,1
5129,8485,1
421,368,1
3729,3116,1
8298,10160,1
11404,2359,1
8298,7662,1
11404,9671,1
11404,8785,1
5129,10263,1
5129,788,1
11404,3242,1
11404,9686,1
5129,4324,1
5129,9390,1
8298,1841,1
11404,1015,1
421,901,1
3729,10535,1
5129,3564,1
8298,5912,1
421,6659,1
7543,2608,1
8298,6864,1
5129,11032,1
5129,8509,1
7543,7990,1
5129,10448,1
11404,9231,1
5129,11199,1
5129,5455,1
8298,8174,1
7543,5608,1
7543,8235,1
7543,5221,1
8298,6083,1
8298,6504,1
8298,3111,1
5129,9633,1
421,3989,1
11404,1627,1
5129,8391,1
5129,333,1
11404,1429,1
3729,1257,1
3729,3142,1
5129,6527,1
11404,3317,1
11404,3327,1
5129,3794,1
7543,11512,1
5129,10597,1
8298,10312,1
5129,6355,1
11404,5020,1
8298,11214,1
8298,10603,1
6624,5218,1
6624,549,1
7543,6003,1
8298,4659,1
5129,6051,1
5129,5480,1
3729,5279,1
5129,3952,1
6624,8665,1
11404,6333,1
11404,4609,1
3729,4784,1
11404,2311,1
8298,4048,1
7543,10887,1
8298,99,1
11404,1767,1
7543,6957,1
8298,9869,1
5129,9689,1
11404,11291,1
7543,617,1
11404,893,1
11404,5802,1
11404,5927,1
8298,425,1
7543,8684,1
7543,4836,1
11404,10263,1
7543,5013,1
5129,4494,1
5129,11365,1
7543,6165,1
8298,1381,1
5129,5973,1
11404,6847,1
5129,9864,1
5129,4770,1
7543,8616,1
3729,8997,1
11404,5301,1
5129,10852,1
8298,4682,1
6624,11411,1
5129,2849,1
8298,6622,1
7543,6166,1
11404,6146,1
421,3044,1
6624,4836,1
5129,5434,1
5129,4304,1
11404,7882,1
11404,10462,1
5129,8894,1
5129,7022,1
5129,6292,1
5129,2803,1
11404,24,1
5129,3193,1
11404,10782,1
8298,8663,1
5129,10141,1
11404,301,1
11404,10987,1
5129,972,1
5129,4362,1
8298,451,1
7543,11411,1
5129,11466,1
5129,1515,1
5129,8345,1
6624,11262,1
11404,11891,1
5129,7683,1
5129,9978,1
5129,9222,1
7543,10482,1
11404,11246,1
3729,4463,1
11404,282,1
5129,1193,1
7543,3024,1
5129,11385,1
8298,8362,1
5129,9632,1
421,12017,1
7543,1330,1
7543,1855,1
5129,6290,1
11404,40,1
7543,5768,1
5129,525,1
3729,4780,1
8298,3856,1
11404,2972,1
8298,10497,1
11404,2855,1
421,2000,1
8298,9626,1
7543,5100,1
5129,1866,1
11404,3538,1
8298,6478,1
5129,10540,1
5129,11574,1
7543,1760,1
11404,578,1
11404,7121,1
5129,9942,1
7543,7661,1
11404,7013,1
3729,10686,1
5129,9071,1
7543,2146,1
11404,6668,1
8298,4984,1
8298,8143,1
8298,3397,1
5129,2223,1
7543,4463,1
7543,4815,1
5129,6381,1
7543,2622,1
7543,7379,1
421,8857,1
5129,1610,1
3729,6248,1
6624,5762,1
7543,5641,1
5129,2045,1
8298,10834,1
11404,9787,1
5129,10171,1
11404,6917,1
11404,7732,1
11404,5968,1
11404,5237,1
11404,5994,1
5129,1782,1
6624,4311,1
8298,763,1
5129,10830,1
3729,6663,1
5129,10015,1
7543,6410,1
7543,1618,1
6624,1341,1
7543,7212,1
11404,205,1
5129,4181,1
11404,1114,1
3729,3209,1
5129,6337,1
5129,653,1
11404,7896,1
11404,11947,1
11404,1595,1
11404,6198,1
11404,8859,1
11404,10764,1
8298,5365,1
5129,9105,1
8298,687,1
8298,8872,1
7543,5212,1
8298,169,1
7543,6107,1
11404,5395,1
5129,8070,1
7543,803,1
421,9996,1
11404,284,1
5129,11454,1
5129,4942,1
7543,6923,1
7543,6632,1
7543,5736,1
3729,10748,1
11404,11255,1
11404,9899,1
11404,1697,1
5129,9373,1
5129,3612,1
5129,11527,1
5129,11301,1
11404,7191,1
8298,12020,1
3729,8079,1
8298,5243,1
11404,5329,1
11404,5046,1
7543,6518,1
3729,7340,1
3729,4337,1
421,2622,1
8298,2280,1
5129,2532,1
421,1908,1
7543,11833,1
5129,62,1
5129,2737,1
5129,5954,1
7543,8337,1
5129,9759,1
3729,7953,1
6624,4186,1
7543,3499,1
5129,9765,1
6624,6560,1
3729,4531,1
3729,2561,1
5129,4019,1
11404,11828,1
11404,3826,1
421,6080,1
11404,7908,1
7543,4326,1
7543,3760,1
5129,18,1
8298,8993,1
7543,10306,1
421,2506,1
3729,896,1
8298,2616,1
11404,9166,1
5129,310,1
5129,10151,1
5129,5893,1
3729,6725,1
11404,4630,1
421,7343,1
7543,100,1
8298,7496,1
8298,9599,1
11404,3323,1
5129,9625,1
8298,2854,1
11404,4463,1
8298,8738,1
5129,7094,1
8298,8861,1
11404,6045,1
6624,6881,1
5129,10909,1
11404,1914,1
5129,4152,1
11404,8023,1
8298,1152,1
7543,5710,1
5129,7161,1
5129,10378,1
6624,4784,1
11404,1213,1
8298,6013,1
6624,9132,1
11404,1051,1
5129,3786,1
421,7309,1
8298,9434,1
3729,6136,1
5129,4555,1
421,5314,1
6624,8456,1
5129,1966,1
5129,10380,1
8298,8704,1
421,4955,1
11404,10340,1
11404,541,1
7543,8521,1
5129,11303,1
5129,6641,1
5129,9741,1
5129,11836,1
11404,9461,1
5129,6473,1
5129,1345,1
5129,3163,1
5129,8699,1
5129,2300,1
11404,9057,1
8298,7640,1
7543,2400,1
7543,11351,1
3729,10319,1
7543,7533,1
5129,11172,1
5129,9423,1
421,7019,1
5129,8373,1
8298,1396,1
5129,1235,1
7543,14,1
5129,9783,1
11404,10306,1
5129,12143,1
5129,11769,1
5129,8810,1
3729,11623,1
8298,5654,1
5129,4885,1
5129,5718,1
421,4190,1
11404,3430,1
11404,429,1
5129,1569,1
3729,10803,1
5129,8295,1
5129,4002,1
11404,8327,1
3729,6012,1
11404,3866,1
421,2258,1
5129,7209,1
5129,5674,1
421,1740,1
5129,11398,1
8298,1208,1
3729,7861,1
7543,10322,1
11404,3041,1
6624,6966,1
6624,12121,1
8298,1307,1
3729,460,1
6624,3,1
11404,4838,1
8298,5490,1
5129,1425,1
5129,2016,1
11404,11779,1
11404,7782,1
11404,3446,1
421,7886,1
6624,11434,1
5129,6042,1
5129,988,1
7543,9343,1
11404,10436,1
3729,10340,1
7543,6082,1
421,10988,1
5129,8879,1
421,3429,1
11404,8565,1
5129,816,1
8298,5075,1
421,587,1
11404,2879,1
5129,11504,1
5129,2211,1
5129,9659,1
5129,7067,1
5129,7618,1
5129,11185,1
6624,11668,1
5129,10926,1
11404,5548,1
5129,5165,1
11404,3741,1
11404,2405,1
8298,9236,1
11404,1073,1
5129,10387,1
6624,692,1
8298,2867,1
5129,8616,1
8298,4606,1
5129,10499,1
11404,11006,1
7543,5795,1
8298,11510,1
5129,2184,1
3729,334,1
3729,1363,1
3729,4322,1
11404,2721,1
8298,10120,1
421,3630,1
11404,10448,1
5129,5519,1
8298,5630,1
5129,6287,1
7543,10208,1
11404,1001,1
8298,2565,1
11404,1665,1
5129,7171,1
11404,7009,1
11404,4925,1
7543,5631,1
11404,9960,1
7543,6067,1
11404,11789,1
11404,4531,1
5129,9456,1
8298,12081,1
5129,3921,1
11404,9101,1
8298,8935,1
8298,11019,1
5129,10936,1
11404,8719,1
5129,1088,1
8298,8918,1
421,704,1
8298,5813,1
5129,8676,1
8298,9544,1
8298,9807,1
3729,2864,1
5129,3833,1
5129,9797,1
8298,9382,1
8298,10891,1
5129,9087,1
5129,10668,1
3729,4280,1
8298,5767,1
5129,10770,1
5129,783,1
5129,6021,1
5129,6368,1
8298,10993,1
8298,5417,1
6624,702,1
6624,6080,1
5129,5518,1
11404,11751,1
8298,2263,1
3729,8948,1
7543,1525,1
5129,5786,1
6624,11839,1
11404,3348,1
5129,5495,1
11404,2689,1
11404,10315,1
8298,9672,1
8298,3200,1
8298,7109,1
11404,10330,1
8298,9108,1
5129,12008,1
11404,7585,1
7543,3,1
5129,963,1
11404,422,1
7543,7043,1
11404,11923,1
11404,230,1
8298,1514,1
8298,8592,1
6624,8729,1
11404,11535,1
5129,6778,1
11404,3759,1
11404,7122,1
8298,10117,1
5129,379,1
5129,10860,1
8298,10684,1
3729,3465,1
11404,10862,1
8298,3144,1
7543,11368,1
6624,3555,1
8298,4649,1
6624,1520,1
8298,11935,1
5129,5714,1
3729,4080,1
8298,7594,1
7543,1917,1
7543,6109,1
5129,5018,1
5129,7513,1
5129,10858,1
5129,4749,1
5129,9996,1
5129,10126,1
6624,11518,1
5129,6610,1
5129,6397,1
11404,4467,1
8298,4300,1
7543,4637,1
8298,1837,1
8298,10058,1
5129,5716,1
5129,3677,1
3729,10322,1
8298,5825,1
11404,1505,1
5129,11966,1
5129,1697,1
7543,11588,1
11404,5111,1
8298,10116,1
8298,9788,1
5129,153,1
8298,5495,1
8298,10750,1
6624,11237,1
11404,11794,1
8298,9903,1
5129,4138,1
6624,6570,1
421,8153,1
8298,7737,1
5129,2446,1
7543,8440,1
5129,3307,1
11404,140,1
6624,5424,1
7543,1531,1
5129,2585,1
11404,4269,1
5129,9041,1
5129,9281,1
5129,6692,1
6624,7511,1
11404,918,1
11404,5710,1
5129,11441,1
8298,2844,1
11404,3773,1
5129,121,1
3729,8700,1
5129,9713,1
8298,3393,1
5129,11080,1
8298,9206,1
5129,2867,1
5129,5126,1
11404,9362,1
8298,2123,1
5129,7124,1
11404,717,1
7543,9075,1
7543,512,1
3729,155,1
5129,3739,1
5129,7671,1
11404,2497,1
421,9008,1
11404,3448,1
11404,2431,1
11404,11481,1
5129,4189,1
11404,4475,1
5129,10913,1
8298,9079,1
5129,2000,1
7543,567,1
