TF,Target,Label
8247,3171,1
7863,864,1
8247,8493,1
7442,10223,1
8247,9586,0
3887,8008,0
7442,6413,1
7863,2399,0
7863,10126,0
3887,8582,1
7863,1610,1
7442,4562,1
7863,6930,0
7863,12208,0
8247,11482,1
8247,4760,1
8247,1013,0
7442,2701,0
3887,4591,1
7442,3511,1
7442,295,1
3887,7461,1
8247,7734,0
7442,2176,0
7863,116,0
7442,12121,0
7442,7284,1
7442,3470,0
7442,1496,1
8247,8824,0
3887,9026,0
8247,6413,1
3887,9179,1
3887,10429,1
7442,1301,0
8247,8195,0
7442,9816,0
7442,10423,1
7442,452,1
8247,4340,0
7863,2648,0
8247,7270,0
8247,1490,0
8247,3963,0
7863,2472,1
7442,9303,1
7863,6536,0
8247,2001,0
8247,10210,1
7863,6094,1
3887,9243,1
7863,8278,0
7863,3506,1
7442,6037,1
3887,3047,1
3887,7076,0
3887,4459,0
8247,3397,1
7863,5299,0
7863,11466,0
7442,534,0
7442,3887,1
8247,7193,0
7442,4438,0
7442,6985,0
8247,12125,1
7442,6823,0
7863,6241,0
8247,7666,1
3887,10161,1
3887,1865,0
7863,1870,0
7442,6991,1
7442,3699,1
7863,10205,0
7863,1965,1
8247,4821,0
3887,12029,1
3887,1590,0
7442,9503,0
8247,518,1
7442,5116,1
7442,6787,0
8247,4034,0
7442,9399,0
7863,10272,0
7442,3605,0
8247,1124,0
8247,10046,0
7442,11758,0
3887,7136,0
8247,10638,1
7442,7146,1
8247,5808,1
7442,12018,1
8247,3122,1
7442,10528,0
8247,8519,1
3887,5556,1
8247,584,1
8247,8864,1
7442,10687,1
7442,6625,1
7442,2217,0
7442,1128,1
8247,10312,1
3887,769,1
7863,6472,1
3887,11339,1
3887,1097,0
7442,3916,1
3887,10782,1
8247,7985,1
3887,4393,1
8247,6290,0
8247,10057,0
8247,2029,1
3887,3339,0
8247,2419,1
7442,3758,1
3887,2315,0
7442,8876,1
3887,1322,0
7863,1538,1
7863,2188,0
7863,4643,0
3887,8070,0
7442,5602,1
8247,11351,1
3887,8909,0
8247,8191,0
8247,474,1
7863,9097,1
7442,9886,1
8247,3858,1
8247,5168,0
7863,5392,1
8247,3971,0
7442,815,1
7863,1641,0
3887,8159,0
8247,3838,1
7442,9346,0
8247,4141,0
7442,8143,0
8247,5946,0
7442,8519,1
8247,7379,1
3887,8037,1
7442,4422,1
7863,7229,0
7863,11030,1
7863,1102,1
8247,8208,0
8247,10274,1
7442,124,0
3887,5724,0
8247,6802,1
3887,4111,0
7863,7593,1
8247,11510,1
8247,6383,0
8247,7520,0
7442,5363,0
7442,11480,0
7442,2277,1
8247,10832,0
8247,11491,1
7863,6863,1
7442,9628,1
7442,5241,1
7442,2465,0
7442,4570,0
3887,1617,1
7442,9409,0
8247,860,0
8247,11063,1
8247,10687,1
8247,118,1
7863,3793,0
7442,738,0
8247,7069,0
7863,3071,1
8247,7501,0
3887,9437,0
7442,272,0
3887,1019,1
7863,10777,1
7442,9719,1
7442,9149,0
8247,507,1
8247,6985,0
7863,8743,1
7442,10250,0
8247,11828,1
7442,8102,1
7863,2369,1
8247,11454,0
8247,8918,1
8247,12131,0
8247,9337,1
7442,8421,1
7442,11077,0
7442,1633,0
7863,627,0
7863,11014,1
7442,2094,0
3887,3919,1
7442,2288,0
3887,6033,0
8247,10271,0
8247,9600,0
7442,9828,0
7442,2719,0
8247,7140,0
7442,8790,0
8247,3656,1
7863,8981,0
7863,2379,0
8247,7172,1
3887,4150,0
7442,938,1
8247,4362,1
7442,1767,0
8247,1844,0
8247,6443,1
7442,5300,1
8247,1152,1
8247,6748,1
8247,4838,0
3887,843,0
8247,9551,1
8247,12018,1
3887,3186,0
7442,596,1
7442,1322,1
8247,2062,0
8247,1742,0
7442,6048,1
7442,4357,0
7863,11384,1
7863,409,0
7442,9319,0
7442,2638,0
7442,310,1
7863,4358,1
7442,617,0
8247,9855,1
3887,6221,0
7442,11789,1
8247,202,0
7442,1414,1
8247,2998,1
7442,1094,1
7442,2214,1
8247,1937,1
7442,12143,1
8247,3038,0
8247,11267,0
8247,9873,1
7442,3837,0
8247,5970,1
7863,3584,1
3887,6310,0
3887,6052,0
8247,4122,1
8247,8249,1
8247,821,1
7863,7027,1
7442,2753,1
8247,10989,0
3887,937,1
8247,8702,0
7442,5538,1
7863,10300,1
3887,6962,1
7442,4416,1
7863,9556,0
7442,7590,0
8247,7139,1
7863,3537,0
7863,2026,1
7442,7802,0
8247,1678,0
7863,4762,1
3887,6311,0
8247,1965,1
3887,9148,0
7442,8970,1
7442,6185,0
8247,10925,0
8247,8456,0
7442,5334,0
3887,1150,0
8247,10904,0
3887,7058,0
7863,915,0
7863,6460,1
8247,4496,1
8247,6934,0
7442,1150,1
